Year;Ticker;Price;PriceFiscal;PDRNG;PDRO;PDRTotal;PNG;PO;TPRNG;TPRO;TPRTotal
1992;COG;0,377877152;0,377877152;;;;;;;;
1993;COG;0,167054085;0,167054085;;;;;;;;
1994;COG;-0,376308524;-0,376308524;;;;;;;;
1995;COG;0,008583744;0,008583744;;;;;;;;
1996;COG;0,157806991;0,157806991;;;;;;;;
1997;COG;0,126690529;0,126690529;;;;;;;;
1998;COG;-0,259179712;-0,259179712;;;;;;;;
1999;COG;0,068437162;0,068437162;;;;;;;;
2000;COG;0,663530011;0,663530011;0,046486082;0,419668367;0,41304406;-0,072816968;0,025506165;0,031366002;0,191156109;0,188410208
2001;COG;-0,259882377;-0,259882377;0,063735012;0,596935908;0,590845194;0,127767688;0,694195948;0,077003745;0,685858223;0,678594861
2002;COG;0,02990188;0,02990188;0,018184581;-0,144401472;-0,142871374;0,063001937;0,407907964;0,023802211;-0,067835966;-0,067001804
2003;COG;0,16925567;0,16925567;-0,008741902;-0,344038286;-0,339987673;-0,024643089;-0,022203555;0,008003073;-0,418516802;-0,41346454
2004;COG;0,410562825;0,410562825;0,054565499;-0,083450955;-0,081353084;0,012809439;-0,341115931;0,058646342;-0,061244495;-0,059397527
2005;COG;0,019026875;0,019026875;0,096665319;0,053446545;0,054164262;0,014259471;-0,137333815;0,1069512;0,006915596;0,008632443
2006;COG;0,296237389;0,296237389;0,05352438;-0,43713252;-0,426446318;0,076116963;-0,213272933;0,080790147;-0,363063624;-0,353046356
2007;COG;-0,407032701;-0,407032701;0,128868257;0,17551302;0,174263023;0,009400994;-0,534836381;0,131091715;0,156959796;0,156249447
2008;COG;-0,439990397;-0,439990397;0,142904462;-0,043339631;-0,037991525;0,116574201;-0,05110146;0,18979878;0,001392683;0,006998819
2009;COG;0,516731228;0,516731228;-0,015395917;-0,100944333;-0,098144807;0,079568765;0,045007596;0,065252148;-0,182471445;-0,173361585
2010;COG;-0,141196786;-0,141196786;0,266435281;0,158837383;0,162703251;0,248009023;-0,012300278;0,272646058;0,198402113;0,201582223
2011;COG;0,695785705;0,695785705;0,030824516;0,426608132;0,41416863;0,354437717;0,543934782;0,095771537;0,768616419;0,746645656
2012;COG;-0,422607246;-0,422607246;0,245222142;0,160851178;0,163118042;0,347643407;0,476626763;0,239126939;0,174556591;0,176099132
2013;COG;-0,249420651;-0,249420651;0,350745849;0,062255749;0,071570875;0,442678704;0,251116173;0,359511825;0,085060678;0,092815164
2014;COG;-0,269276645;-0,269276645;0,321194289;0,690102703;0,678622808;0,253623053;0,219110447;0,290793375;0,694276997;0,683534071
2015;COG;-0,515112634;-0,515112634;0,074799137;-0,061943407;-0,058158456;0,108112631;0,414160011;0,103721217;0,047663937;0,048916109
1994;DNR;;;;;;;;;;
1995;DNR;-0,182321557;-0,182321557;;;;;;;;
1996;DNR;1,54329811;1,54329811;;;;;;;;
1997;DNR;0,241772371;0,241772371;;;;;;;;
1998;DNR;-1,462986982;-1,462986982;;;;;;;;
1999;DNR;-0,014598799;-0,014598799;;;;;;;;
2000;DNR;0,95097629;0,95097629;0,619502838;0,468587331;0,46862182;0,282645392;0,230143693;0,689910257;0,309970984;0,31004593
2001;DNR;-0,408651999;-0,408651999;0,786748373;0,04425658;0,044527661;0,83246245;0,109366881;0,679009927;0,07918131;0,079376133
2002;DNR;0,435559452;0,435559452;-0,173663291;0,131267401;0,131131462;0,164147199;0,103680874;0,013376149;0,239641562;0,239554112
2003;DNR;0,20780528;0,20780528;0,013479036;-0,14818541;-0,148118505;-0,056962686;0,003195355;0,099127052;-0,063023256;-0,062962625
2004;DNR;0,679758162;0,679758162;-0,425636093;0,039968162;0,039801313;;;-0,275327453;0,100510168;0,100383267
2005;DNR;-0,18648321;-0,18648321;0,472407608;0,048451659;0,048600225;;;0,502099597;0,041812427;0,041975018
2006;DNR;0,198793286;0,198793286;0,15237376;0,298751446;0,298692903;0,347361733;0,136333759;0,036880581;0,081254759;0,08123563
2007;DNR;0,068152888;0,068152888;0,247580005;0,104488134;0,104545266;0,156418969;0,196808406;0,216408902;0,032209681;0,032294947
2008;DNR;-1,002233162;-1,002233162;0,275742568;-0,049159104;-0,048994618;-0,079817101;0,121080513;0,17678818;0,294768672;0,294712268
2009;DNR;0,30403121;0,30403121;-1,455962178;0,314846734;0,314354619;-0,279084404;0,159537523;-1,581965367;0,19018818;0,189814228
2010;DNR;0,254537457;0,254537457;0,463646521;0,640987961;0,640971555;0,140197262;0,482796588;1,403181376;0,565626004;0,565726384
2011;DNR;-0,234469894;-0,234469894;0,130883477;0,090686504;0,090689972;-0,971617428;0,013579082;0,557850335;0,056152369;0,056267653
2012;DNR;0,070316498;0,070316498;-0,674180769;-0,019471361;-0,019513649;-0,012035411;0,098425976;-0,260885371;-0,08673804;-0,086784745
2013;DNR;0,01409769;0,01409769;0,11612168;0,166922199;0,166919934;-0,206528085;-0,011016225;0,017112486;0,167980629;0,167946246
2014;DNR;-0,703548008;-0,703548008;0;0;0;-0,033678748;0,06314516;-0,079740344;-0,064973969;-0,064977064
2015;DNR;-1,392463412;-1,392463412;-0,64168884;-0,214379354;-0,214394471;-0,034756269;-0,0206128;-2,468990729;-0,249775995;-0,249961451
1991;SM;;;;;;;;;;
1992;SM;;;;;;;;;;
1993;SM;0,063178902;0,063178902;;;;;;;;
1994;SM;0,078471615;0,078471615;;;;;;;;
1995;SM;0,055059777;0,055059777;;;;;;;;
1996;SM;0,574805953;0,574805953;;;;;;;;
1997;SM;0,341484778;0,341484778;;;;;;;;
1998;SM;-0,637577329;-0,637577329;;;;;;;;
1999;SM;0,291054757;0,291054757;;;;;;;;
2000;SM;0,297107213;0,297107213;0,127811881;0,130064821;0,13006102;0,51967041;0,550380004;0,084608931;0,102976724;0,102943459
2001;SM;-0,45240333;-0,45240333;0,06616179;0,084363974;0,084333581;0,029422578;0,014900938;0,065330607;0,122027529;0,121928611
2002;SM;0,165346453;0,165346453;0,107491614;0,484811959;0,484291767;-0,034180135;0,145426267;0,128000666;0,422652868;0,42222
2003;SM;0,131028262;0,131028262;0,142875173;0,263257255;0,263128498;0,263367526;0,478184991;0,113170274;0,279934593;0,279740494
2004;SM;0,381555814;0,381555814;0,030406772;0,093846424;0,093784551;-0,063702567;0,055260311;0,038879414;0,16879588;0,168665553
2005;SM;-0,125690354;-0,125690354;0,139716434;0,153799369;0,153786158;0,105851832;0,21111062;0,267460728;0,106044342;0,106208898
2006;SM;0,000814664;0,000814664;0,13526203;0,094512371;0,094551114;0,085910406;0,021696445;0,145663044;0,165102905;0,165081653
2007;SM;0,046927099;0,046927099;0,174045593;0,10422689;0,104297049;0,157258697;0,131320762;0,240169655;0,060812503;0,06102516
2008;SM;-0,642397935;-0,642397935;0,015312504;-0,371172579;-0,370681874;0,125708835;-0,043195593;-0,095876646;-0,428591197;-0,428080115
2009;SM;0,522281176;0,522281176;-0,236411862;0,018800629;0,01845585;-0,052115672;-0,044355567;-0,215086262;0,046355398;0,045939982
2010;SM;0,542955748;0,542955748;0,183782477;-0,042559614;-0,042258387;0,011104543;0,01131376;0,353332322;0,064770836;0,065235881
2011;SM;0,215478068;0,215478068;0,093317486;0,089363681;0,089369571;0,332979157;0,233093882;0,036813973;0,222446444;0,222132143
2012;SM;-0,336554319;-0,336554319;0,068519946;0,156136778;0,156011542;0,179236321;0,252413934;0,22723157;0,251469383;0,251432479
2013;SM;0,464890984;0,464890984;0,16380122;0,177206456;0,177188243;0,218465962;0,290083034;0,355606459;0,317072379;0,317131473
2014;SM;-0,767431024;-0,767431024;0,320942168;0,240653177;0,240765993;0,023826408;0,183519879;0,209513711;0,292999663;0,292874445
2015;SM;-0,674147893;-0,674147893;-0,196854382;-0,166545205;-0,166588859;0,126969689;0,13950156;-0,148597314;-0,155231602;-0,155222028
1991;EGY;;;;;;;;;;
1992;EGY;;;;;;;;;;
1993;EGY;;;;;;;;;;
1994;EGY;-2,128231706;-2,128231706;;;;;;;;
1995;EGY;-1,206643033;-1,206643033;;;;;;;;
1996;EGY;0,407246052;0,407246052;;;;;;;;
1997;EGY;1,930540994;1,930540994;;;;;;;;
1998;EGY;-0,776551236;-0,776551236;;;;;;;;
1999;EGY;-0,354592778;-0,354592778;;;;;;;;
2000;EGY;-0,510825624;-0,510825624;;;;;;;0,010534334;0,010534334
2001;EGY;0,382992252;0,382992252;;;;;;;2,264752637;2,264754425
2002;EGY;0,983099402;0,983099402;0,109698917;2,295973023;2,295943774;;;0,109698917;-0,165119616;-0,16511905
2003;EGY;-0,048790164;-0,048790164;0,597837001;0,627280983;0,627280876;;;0,597837001;0,502280137;0,502280373
2004;EGY;1,019362917;1,019362917;-0,952658376;-0,314955544;-0,314957239;;;-0,952658376;-0,031222598;-0,031224157
2005;EGY;0,088728116;0,088728116;-0,944461609;0,116985382;0,116984139;;;-0,944461609;-0,10964416;-0,109644744
2006;EGY;0,464979236;0,464979236;-0,211309094;-0,128021147;-0,1280212;;;-0,211309094;-0,267320952;-0,267320926
2007;EGY;-0,372675285;-0,372675285;1,27766052;-0,039169498;-0,039167846;;;1,27766052;0,036546468;0,036547631
2008;EGY;0,470003629;0,470003629;-0,709676483;0,05294528;0,052944076;;;-0,709676483;0,177643752;0,177642789
2009;EGY;-0,491743616;-0,491743616;-0,265703166;0,009218586;0,009218333;;;-0,265703166;-0,007981104;-0,007981257
2010;EGY;0,453382748;0,453382748;0;0,047647449;0,047647412;;;0;-0,061762713;-0,06176268
2011;EGY;-0,170105969;-0,170105969;3,61677616;-0,266109587;-0,266073332;;;4,427187031;-0,134977106;-0,134924614
2012;EGY;0,359155309;0,359155309;0,589861354;-0,02735573;-0,027324127;;;-0,220549516;0,2135741;0,213555419
2013;EGY;-0,227488236;-0,227488236;-0,14694441;-0,126319367;-0,126320767;-0,492818307;-0,116850099;-0,14694441;-0,034786116;-0,034789762
2014;EGY;-0,412748461;-0,412748461;0,053316752;-0,024813649;-0,024808186;-0,358875165;-0,136764502;0,053316752;0,132908964;0,132906614
2015;EGY;-1,047318994;-1,047318994;-0,28910556;-0,121550982;-0,121562194;-0,226452986;0,205369952;-0,28910556;-1,062352744;-1,062319644
1992;CHK;;;;;;;;;;
1993;CHK;;;;;;;;;;
1994;CHK;1,198695747;-0,327212911;;;;;;;;
1995;CHK;0,747214402;1,200741784;;;;;;;;
1996;CHK;0,514577973;1,249985189;;;;;;;;
1997;CHK;-1,995497035;-2,202154652;;;;;;;;
1998;CHK;-2,087674227;-2,360803685;;;;;;;;
1999;CHK;0,929535959;0,929535959;;;;;;;;
2000;CHK;1,450010176;1,450010176;0,11746231;-0,13910019;-0,137020967;0,063850618;-0,301359298;0,137029039;-0,041082498;-0,039708273
2001;CHK;-0,426423959;-0,426423959;0,278698826;0,376052189;0,375200374;0,219385993;-0,063235589;0,277320691;0,234733064;0,23509921
2002;CHK;0,157818034;0,157818034;0,251173274;0,222823443;0,223063071;0,108427161;0,185210897;0,213275504;0,222365659;0,222286204
2003;CHK;0,562196435;0,562196435;0,374973277;0,312989653;0,313537631;0,402735505;0,297086643;0,367940301;0,313407851;0,313895421
2004;CHK;0,194762259;0,194762259;0,292323962;0,473343994;0,471833579;0,292416734;0,371526597;0,424839797;0,536816069;0,53584262
2005;CHK;0,653902225;0,653902225;0,446607866;0,21136542;0,213383589;0,271347195;0,129346124;0,455955274;0,160977838;0,16379402
2006;CHK;-0,088244122;-0,088244122;0,140662076;0,006106869;0,007491171;0,220246765;0,117061087;0,186963543;0,025862069;0,027784607
2007;CHK;0,299658263;0,299658263;0,225816689;0,146802564;0,147705589;0,21841445;0,132693279;0,197627368;0,152956235;0,153545765
2008;CHK;-0,885519073;-0,885519073;0,168069832;-0,045142257;-0,042322811;0,16882207;0,12698298;0,111007833;-0,023933718;-0,0219867
2009;CHK;0,470312796;0,470312796;0,035945269;-0,074714206;-0,07299992;0,073782199;0,050401631;0,176200727;0,027536977;0,030003729
2010;CHK;0,001158525;0,001158525;0,048068862;0,639044708;0,631722165;0,102493448;0,443979357;0,134502424;0,790654359;0,782036032
2011;CHK;-0,150490847;-0,150490847;0,039472552;0,533735982;0,530172548;0,082161273;0,543480408;0,003874722;0,690766881;0,686118603
2012;CHK;-0,293531358;-0,293531358;-0,178737407;-0,446557171;-0,444843732;0,117063504;-0,011941199;-0,350021559;-0,096135452;-0,097193866
2013;CHK;0,490401865;0,490401865;0,179436626;0,211659817;0,211428742;-0,030766122;0,272390024;0,070704872;-0,156305708;-0,155372409
2014;CHK;-0,327010873;-0,327010873;0,003604865;0,130234857;0,129395145;0,000365364;0,028778965;-0,092994812;-0,007103984;-0,007482118
2015;CHK;-1,469920385;-1,469920385;-0,480341267;-0,061606351;-0,063737589;-0,023095715;-0,007117468;-0,570926237;-0,293720546;-0,294741993
1992;NFX;;;;;;;;;;
1993;NFX;;;;;;;;;;
1994;NFX;0,126413925;0,126413925;;;;;;;;
1995;NFX;0,300104592;0,300104592;;;;;;;;
1996;NFX;-0,037740328;-0,037740328;;;;;;;;
1997;NFX;-0,109128289;-0,109128289;;;;;;;;
1998;NFX;-0,110415979;-0,110415979;;;;;;;;
1999;NFX;0,247982203;0,247982203;;;;;;;;
2000;NFX;0,572878582;0,572878582;0,099801865;0,033155946;0,03334154;0,187267353;0,280536715;0,166128146;0,08063356;0,0808869
2001;NFX;-0,289598708;-0,289598708;0,465022985;0,362225236;0,362536816;0,234089122;0,193992716;0,323608038;0,263129512;0,263322221
2002;NFX;0,015092517;0,015092517;0,31141098;0,055724016;0,056652682;0,082810876;-0,062349816;0,307700337;0,047896138;0,048869772
2003;NFX;0,211480798;0,211480798;0,05708647;-0,172949785;-0,171886222;0,24135949;-0,082555367;0,109457055;-0,0092492;-0,008713252
2004;NFX;0,281996881;0,281996881;0,047951364;0,589861017;0,587694536;0,073254498;0,222813137;0,129611378;0,873728815;0,871213268
2005;NFX;-0,164962516;-0,164962516;0,004862327;0,061261497;0,061096132;-0,037003194;0,110160609;0,114321056;0,115693684;0,115690557
2006;NFX;-0,085868178;-0,085868178;0,079326675;0,100083459;0,100024902;0,039522722;-0,143765922;0,131102657;0,117783036;0,117813568
2007;NFX;0,137061607;0,137061607;0,038038314;0,086755328;0,086622562;-0,021878258;0,180154709;0,131985627;-0,002628122;-0,002295667
2008;NFX;-0,981461964;-0,981461964;0,162166755;0,141597367;0,141652637;-0,117204499;0,188410982;0,153266311;0,207584539;0,207444995
2009;NFX;0,892827743;0,892827743;0,044647005;0,038374013;0,038391096;0,00806456;0,220131929;0,210839519;0,186115728;0,186178307
2010;NFX;0,402211497;0,402211497;0,074465818;0,257829109;0,257371346;0,117336707;0,099309924;-0,044347074;0,188221279;0,187689418
2011;NFX;-0,647737197;-0,647737197;-0,065912665;0;-0,000145134;-0,112186481;0,193027809;-0,065930608;0,191268343;0,190807451
2012;NFX;-0,342800194;-0,342800194;-0,30173829;0;-0,00055503;-0,191265545;0,21561557;-0,284686136;-0,041328195;-0,041667765
2013;NFX;-0,083690128;-0,083690128;0,012398824;0,143706721;0,143512735;-0,220210745;-0,433335992;-0,062906425;0,130361818;0,130145168
2014;NFX;0,096306251;0,096306251;-0,117546097;0,125626213;0,125327715;0,017926216;0,293615141;-0,025193345;0,108688306;0,108560955
2015;NFX;0,182813078;0,182813078;0,004255326;-0,141499562;-0,14132941;-0,016205045;0,339490434;-0,208166046;-0,374391471;-0,374230715
2001;WLL;;;;;;;;;;
2002;WLL;;;0,203043314;0,766944714;0,766056386;0,077708984;0,090971778;0,036538414;0,688000559;0,686776801
2003;WLL;;;0,025114796;0,095103755;0,095024448;0,009302393;0,122602322;-0,021311299;0,162014695;0,161791323
2004;WLL;0,49714552;0,49714552;0,344867152;0,840590508;0,840162809;0,149018485;0,342498001;0,386052341;0,927663787;0,927199368
2005;WLL;0,27938327;0,27938327;0,097184582;0,613380723;0,613111878;0,188511393;0,652461714;0,128382159;0,821660323;0,82133709
2006;WLL;0,152721087;0,152721087;-0,166038528;0,089990304;0,089900407;0,060095941;0,331809179;-0,192111253;-0,021125295;-0,021176093
2007;WLL;0,212963151;0,212963151;0,045371133;0,038397428;0,038399584;-0,043973959;-0,022707137;0,024377964;0,006556764;0,006561662
2008;WLL;-0,544212997;-0,544212997;-0,033487024;-0,051007624;-0,051002141;-0,011277762;0,261986765;0,082324192;-0,086734499;-0,086683422
2009;WLL;0,758647209;0,758647209;-0,248532505;0,179975075;0,179865029;-0,036354251;0,211573014;-0,143368001;0,217733628;0,217634095
2010;WLL;0,494798645;0,494798645;0,209866554;0,208635412;0,208635666;-0,068462162;0,2128837;-0,012600484;0,127693234;0,127663275
2011;WLL;-0,92026654;-0,92026654;-0,042769013;0,129541019;0,129508417;-0,035259527;0,068193813;-0,063125118;0,157836127;0,15779669
2012;WLL;-0,073762051;-0,073762051;-0,272525179;-0,062158106;-0,062190999;-0,023571017;0,127309011;-0,239577528;0,011792377;0,011756927
2013;WLL;0,355267452;0,355267452;0,508585605;-0,557658;-0,557390481;0,041263296;0,155612817;0,213047453;0,14248064;0,14248971
2014;WLL;-0,628527848;-0,628527848;0,10856332;1,116118107;1,115859079;0,115787114;0,213965255;0,572647984;0,616585172;0,61657945
2015;WLL;-1,251551581;-1,251551581;0,007995127;-0,111339377;-0,111320494;0,308242603;0,342787711;0,302259664;-0,075746545;-0,075688026
2005;CXO;;;;;;;;;;
2006;CXO;;;1,191213174;1,282462121;1,282385822;1,027114877;1,343139375;1,399820479;1,52369458;1,523595077
2007;CXO;;;0,136551121;0,163859582;0,163838068;0,238218479;0,272622406;0,117414475;0,185598974;0,185549237
2008;CXO;0,10186095;0,10186095;0,32925864;0,524477173;0,524339343;0,215688778;0,419740084;0,303601653;0,480575629;0,480461292
2009;CXO;0,67680045;0,67680045;0,218088479;0,355465495;0,355383419;0,365296146;0,469785551;0,309457617;0,498298039;0,4981964
2010;CXO;0,669141971;0,669141971;0,620884479;0,550368059;0,550408781;0,325543457;0,317561095;0,477644466;0,397907056;0,397947646
2011;CXO;0,067051899;0,067051899;0,286677928;0,22045975;0,220500693;0,586230412;0,368952902;0,279972499;0,119652732;0,119744818
2012;CXO;-0,151629416;-0,151629416;0,186687728;0,111804769;0,111854454;0,215915149;0,145576907;0,158483301;0,137817273;0,137830254
2013;CXO;0,293128979;0,293128979;0,109494162;0,109279852;0,10928;0,119308101;0,225619871;0,118551396;0,116760402;0,116761539
2014;CXO;-0,079464171;-0,079464171;0,290383437;0,163683024;0,163776059;0,151554895;0,219786602;0,310868651;0,18634913;0,186433429
2015;CXO;-0,071574073;-0,071574073;-0,068741247;-0,038569033;-0,038592269;0,202944583;0,269421058;-0,042718032;-0,006944595;-0,006969896
2008;OAS;;;;;;;;;;
2009;OAS;;;1,228847146;0,869331995;0,869354056;0,974713026;0,551668726;1,489902224;1,187420702;1,187438714
2010;OAS;;;1,275248285;1,095868453;1,095882806;0,691612261;1,001882662;1,322405053;1,067057987;1,067078061
2011;OAS;0,070123009;0,070123009;1,094991381;0,707390312;0,707431692;0,517256514;0,733611968;1,094186312;0,579646232;0,579706166
2012;OAS;0,089071817;0,089071817;0,599760969;0,678935998;0,678926195;1,334133137;0,702349086;0,33912334;0,562471529;0,562441704
2013;OAS;0,39004281;0,39004281;0,723773059;0,533917225;0,5339421;0,586070018;0,390620302;1,323733883;1,109375478;1,10940397
2014;OAS;-1,04372741;-1,04372741;0,212704091;0,176146223;0,17615158;0,361188234;0,290305951;0,223808182;0,170039549;0,170047706
2015;OAS;-0,808363983;-0,808363983;0,057706432;0,000824224;0,000832958;0,269797911;0,078040487;-0,096715856;-0,241315387;-0,241291144
2006;WPX;;;;;;;;;;
2007;WPX;;;;;;;;;;
2008;WPX;;;;;;;;;;
2009;WPX;;;;;;;;;;
2010;WPX;;;;;;;;;;
2011;WPX;;;;;;0,023225083;0,491976898;-0,025256963;0,495830029;0,48928186
2012;WPX;-0,199753853;-0,199753853;-0,144434484;0,256854609;0,251853768;-0,039656151;0,328892998;-0,172262557;0,326916405;0,323134079
2013;WPX;0,314535998;0,314535998;0,042744741;0,267451177;0,265405666;-0,10013537;0,1916108;0,073798146;0,202711512;0,202003259
2014;WPX;-0,560966061;-0,560966061;-0,106697437;0,238034247;0,235661727;-0,266457911;0,149545693;-0,167418339;0,087233065;0,086074757
2015;WPX;-0,706128756;-0,706128756;-0,255803835;0,324404493;0,321860838;-0,125205229;0,3417436;-0,36327837;0,086986535;0,085536657
